Open Time,Open,High,Low,Close,Volume,EMA_12,EMA_26,id,type
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.74519,59204.02,59204.02,,
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.33907,59449.233846153846,59322.08592592592,,
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.9782,60260.75786982248,59722.23807956104,,
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.52915,60996.63973600364,60116.44192551948,,
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954,61472.232084310774,60410.6306717773,,
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225,61859.26099441681,60675.61506646046,,
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739,62597.836226044994,61118.90283931524,,
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434,63296.624498961144,61564.90707344004,,
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191,64045.65765296712,62053.82803096299,,
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303,64582.01955251064,62459.6192879287,,
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15316,64790.32577520131,62717.12971104508,,
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56277,64880.429502093415,62914.083065782484,,
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.42934,65021.89419407904,63127.850986835634,,
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36023,65465.908933451494,63481.935358181145,,
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.21921,65839.84602061281,63808.940146464025,,
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69394,66210.62047898007,64137.89865413336,,
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.29633,66298.9388668293,64333.9572723457,,
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25441,66281.87134885555,64471.29377069047,,
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.43905,66027.42960287778,64482.90163952821,,
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.26854,65923.82812551197,64547.428925489075,,
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.42937,65242.982260048586,64321.56974582322,,
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.71567,64543.75268157957,64053.156431317795,,
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52003,63561.79073056733,63616.700399368325,22.0,Bearish Crossover
2024-08-05,58161.0,58305.59,49000.0,54018.81,162065.59186,62093.63984894159,62905.74555497067,,
2024-08-06,54018.82,57040.99,53950.0,56022.01,55884.77676,61159.54294910442,62395.83921756544,,
2024-08-07,56022.0,57736.05,54558.62,55134.16,44269.37684,60232.56095693451,61857.93705330133,,
2024-08-08,55133.76,62745.14,54730.0,61685.99,48349.52949,60456.16542509843,61845.200234538264,,
2024-08-09,61686.0,61744.37,59535.0,60837.99,30972.48017,60514.90766739097,61770.592069016915,,
2024-08-10,60837.99,61470.58,60242.0,60923.51,9995.20621,60577.76956471543,61707.84524908974,,
2024-08-11,60923.51,61858.0,58286.73,58712.59,19189.84512,60290.81886245152,61485.974489897904,,
2024-08-12,58712.59,60711.09,57642.21,59346.64,37009.91743,60145.560575920514,61327.505268423985,,
2024-08-13,59346.64,61578.1,58392.88,60587.15,27858.95851,60213.49741039428,61272.664137429616,,
2024-08-14,60587.16,61800.0,58433.18,58683.39,28422.76326,59978.096270333626,61080.866053175574,,
2024-08-15,58683.39,59849.38,56078.54,57541.06,37686.17622,59603.16761335923,60818.65819738479,,
2024-08-16,57541.05,59817.76,57098.62,58874.6,27610.84344,59491.08028822704,60674.6538864674,,
2024-08-17,58874.59,59700.0,58785.05,59491.99,7721.72931,59491.22024388441,60587.049154136475,,
2024-08-18,59491.99,60284.99,58408.92,58427.35,13634.85717,59327.54789867143,60427.07143901526,,
2024-08-19,58427.35,59617.63,57787.3,59438.5,22809.31251,59344.61745272198,60353.84392501413,,
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.44548,59293.722459995515,60254.58141205012,,
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.6422,59580.2313123039,60321.355381527894,,
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.20588,59702.63264887253,60325.39127919249,,
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07089,60369.49531827676,60600.34303628934,,
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.15616,60952.18988469572,60863.799848416056,42.0,Bullish Crossover
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.47977,61454.92990243484,61112.4072670519,,
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05276,61667.09453282948,61239.93265467769,,
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94178,61320.618450855705,61104.75245803489,,
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54275,60968.969458416366,60951.43005373601,,
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.90743,60721.28338789077,60833.473012718525,47.0,Bearish Crossover
2024-08-30,59359.0,59944.07,57701.1,59123.99,28519.32195,60475.54594359988,60706.844641406045,,
2024-08-31,59123.99,59462.38,58744.0,58973.99,8798.409,60244.5373368922,60578.485038338935,,
2024-09-01,58974.0,59076.59,57201.0,57301.86,20705.15741,59791.81774660109,60335.77207253605,,
2024-09-02,57301.77,59425.69,57128.0,59132.13,22895.01461,59690.32732404707,60246.61340049634,,
2024-09-03,59132.12,59809.65,57415.0,57487.73,22828.18447,59351.4661972706,60042.251667126235,,
2024-09-04,57487.74,58519.0,55606.0,57970.9,35560.82146,59139.07139769051,59888.818210302066,,
2024-09-05,57970.9,58327.07,55643.65,56180.0,27806.91413,58683.82964419966,59614.090935464876,,
2024-09-06,56180.0,57008.0,52550.0,53962.97,54447.76826,57957.54354509202,59195.4893846897,,
2024-09-07,53962.97,54850.0,53745.54,54160.86,16694.04774,57373.43838430863,58822.553874712685,,
2024-09-08,54160.86,55318.0,53629.01,54869.95,16274.14779,56988.28632518423,58529.76840251175,,
2024-09-09,54869.95,58088.0,54591.96,57042.0,32384.51737,56996.54996746358,58419.563335659026,,
2024-09-10,57042.01,58044.36,56386.4,57635.99,23626.78126,57094.92535708456,58361.52086635095,,
2024-09-11,57635.99,57981.71,55545.19,57338.0,33026.56757,57132.321455994635,58285.70450588051,,
2024-09-12,57338.0,58588.0,57324.0,58132.32,31074.40631,57286.16738584162,58274.3426906301,,
2024-09-13,58132.31,60625.0,57632.62,60498.0,29825.23333,57780.29548032752,58439.05804687973,,
2024-09-14,60497.99,60610.45,59400.0,59993.03,12137.90901,58120.71617566175,58554.16708044419,,
2024-09-15,59993.02,60395.8,58691.05,59132.0,13757.92361,58276.29830248302,58596.9695189298,,
2024-09-16,59132.0,59210.7,57493.3,58213.99,26477.5642,58266.71240979332,58568.60066567574,,
2024-09-17,58213.99,61320.0,57610.01,60313.99,33116.25878,58581.678192902036,58697.88876451457,,
2024-09-18,60313.99,61786.24,59174.8,61759.99,36087.02469,59070.649240147875,58924.71107825423,67.0,Bullish Crossover
2024-09-19,61759.98,63850.0,61555.0,62947.99,34332.52608,59667.16320320205,59222.73173912428,,
2024-09-20,62948.0,64133.32,62350.0,63201.05,25466.37794,60210.83809501711,59517.42198067063,,
2024-09-21,63201.05,63559.9,62758.0,63348.96,8375.34608,60693.626080399095,59801.23961173207,,
2024-09-22,63348.97,64000.0,62357.93,63578.76,14242.19892,61137.49283726077,60081.05593678895,,
2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287,61476.33855460526,60322.458459989764,,
2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759,61905.00954620445,60614.328203694226,,
2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168,62096.8557698653,60802.30463305021,,
2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593,62570.261036039876,61126.13317875019,,
2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487,63062.52087664913,61470.11960995389,,
2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316,63492.594587933876,61795.14778699434,,
2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111,63817.12003594405,62077.13758055032,,
2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752,63741.80772272189,62169.76368569474,,
2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108,63290.11114999544,62068.727857124766,,
2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118,62883.82943461153,61963.58357141182,,
2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472,62555.96490620975,61873.88923278873,,
2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994,62483.66261294672,61889.601141471045,,
2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141,62418.176057108765,61902.07513099171,,
2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177,62479.98127909203,61970.0628990664,,
2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852,62440.59954384711,61988.8730546911,,
2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371,62397.50576787062,62001.585421010284,,
2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684,62126.507957428985,61900.43242686137,,
2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481,61849.56673320914,61783.83669153831,,
2024-10-11,60326.4,63417.56,60087.64,62540.0,23641.35209,61955.78723579235,61839.84878846139,,
2024-10-12,62539.99,63480.0,62487.23,63206.22,10911.30116,62148.16150720891,61941.061470797584,,
2024-10-13,63206.23,63285.72,62050.0,62870.02,11909.21995,62259.216659946,62009.87321370147,,
2024-10-14,62870.02,66500.0,62457.81,66083.99,37669.95222,62847.64332764662,62311.659642316175,,
2024-10-15,66084.0,67950.0,64800.01,67074.14,43683.95423,63497.87358493176,62664.43596510757,,
2024-10-16,67074.14,68424.0,66750.49,67620.01,29938.25544,64132.04841801918,63031.515523247755,,
2024-10-17,67620.0,67939.4,66666.0,67421.78,25328.22861,64638.16096909315,63356.72029930348,,
2024-10-18,67421.78,69000.0,67192.36,68428.0,28725.635,65221.21312769421,63732.37064750322,,
2024-10-19,68427.99,68693.26,68010.0,68378.0,8193.66737,65706.87264651048,64076.491340280765,,
2024-10-20,68377.99,69400.0,68100.0,69031.99,12442.47378,66218.42916243194,64443.56531507478,,
2024-10-21,69032.0,69519.52,66840.67,67377.5,31374.42184,66396.74775282702,64660.89381025443,,
2024-10-22,67377.5,67836.01,66571.42,67426.0,24598.96268,66555.0942523921,64865.71649097632,,
2024-10-23,67426.01,67472.83,65260.0,66668.65,25530.2407,66572.5643674087,64999.26712127437,,
2024-10-24,66668.65,68850.0,66510.0,68198.28,22589.83877,66822.67446473044,65236.23103821701,,
2024-10-25,68198.27,68771.49,65596.29,66698.33,34479.71125,66803.5445470796,65344.53466501575,,
2024-10-26,66698.32,67454.55,66439.9,67092.76,11842.9077,66848.03923214428,65474.032837977546,,
2024-10-27,67092.76,68332.05,66913.73,68021.7,8653.19592,67028.602427199,65662.74892405329,,
2024-10-28,68021.69,70270.0,67618.0,69962.21,29046.75459,67479.92666916839,65981.22752227157,,
2024-10-29,69962.21,73620.12,69760.0,72736.42,50128.60594,68288.6179508348,66481.61215025146,,
2024-10-30,72736.41,72961.0,71436.0,72344.74,26885.99056,68912.63672762945,66915.9179168995,,
2024-10-31,72344.75,72700.0,69685.76,70292.01,29352.10297,69124.84800030183,67165.99881194398,,
2024-11-01,70292.01,71632.95,68820.14,69496.01,38301.86755,69181.94984640925,67338.59223328147,,
2024-11-02,69496.0,69914.37,69000.14,69374.74,10521.67243,69211.60987003859,67489.41799377913,,
2024-11-03,69374.74,69391.0,67478.73,68775.99,24995.70243,69144.5914284942,67584.71962386956,,
2024-11-04,68775.99,69500.0,66835.0,67850.01,29800.39187,68945.4250548797,67604.37076284218,,
2024-11-05,67850.01,70577.91,67476.63,69372.01,33355.06888,69011.05350797513,67735.30700263166,,
2024-11-06,69372.01,76400.0,69298.0,75571.99,104126.994787,70020.42835290203,68315.80203947375,,
2024-11-07,75571.99,76849.99,74416.0,75857.89,44869.422345,70918.4993755325,68874.47522173496,,
2024-11-08,75857.89,77199.99,75555.0,76509.78,36521.099583,71778.69639468135,69440.0533534583,,
2024-11-09,76509.78,76900.0,75714.66,76677.46,16942.07915,72532.35233396114,69976.15754949841,,
2024-11-10,76677.46,81500.0,76492.0,80370.01,61830.100435,73738.14582104405,70746.07254583186,,
2024-11-11,80370.01,89530.54,80216.01,88647.99,82323.665776,76031.96800242188,72072.14050539988,,
2024-11-12,88648.0,89940.0,85072.0,87952.01,97299.887911,77865.8206174339,73248.42713462951,,
2024-11-13,87952.0,93265.64,86127.99,90375.2,86763.854127,79790.34052244406,74517.0769765088,,
2024-11-14,90375.21,91790.0,86668.21,87325.59,56729.51086,80949.6096728373,75465.85571898962,,
2024-11-15,87325.59,91850.0,87073.38,91032.07,47927.95068,82500.75741547771,76618.9086286941,,
2024-11-16,91032.08,91779.66,90056.17,90586.92,22717.87689,83744.78242848114,77653.57613767972,,
2024-11-17,90587.98,91449.99,88722.0,89855.99,23867.55609,84684.96820871481,78557.45864599974,,
2024-11-18,89855.98,92594.0,89376.9,90464.08,46545.03448,85574.062330451,79439.43059814791,,
2024-11-19,90464.07,93905.51,90357.0,92310.79,43660.04682,86610.48197192008,80392.86462791474,,
2024-11-20,92310.8,94831.97,91500.0,94286.56,42203.198712,87791.41705316314,81422.02724806921,,
2024-11-21,94286.56,98988.0,94040.0,98317.12,69228.360477,89410.75596806113,82673.51560006409,,
2024-11-22,98317.12,99588.01,97122.11,98892.0,46189.309243,90869.40889605173,83874.88481487415,,
2024-11-23,98892.0,98908.85,97136.0,97672.4,24757.84367,91916.02291204376,84896.92297673532,,
2024-11-24,97672.4,98564.0,95734.77,97900.04,31200.97838,92836.64092557548,85860.11683031048,,
2024-11-25,97900.05,98871.8,92600.19,93010.01,50847.45096,92863.31309087155,86389.73854658379,,
2024-11-26,93010.01,94973.37,90791.1,91965.16,57858.73138,92725.13569227593,86802.73272831833,,
2024-11-27,91965.16,97208.21,91792.14,95863.11,41153.42734,93207.90097038732,87473.87178547993,,
2024-11-28,95863.11,96564.0,94640.0,95643.98,28814.54357,93582.6823595585,88079.06498655549,,
2024-11-29,95643.99,98619.99,95364.99,97460.0,27701.78231,94179.19276578027,88773.94906162545,,
2024-11-30,97460.0,97463.95,96092.01,96407.99,14503.83306,94522.08464796792,89339.43357557911,,
2024-12-01,96407.99,97836.0,95693.88,97185.18,16938.60452,94931.79162520362,89920.59997738808,,
2024-12-02,97185.17,98130.0,94395.0,95840.62,37958.66981,95071.6113751723,90359.11997906302,,
2024-12-03,95840.61,96305.52,93578.17,95849.69,35827.32283,95191.31577899195,90765.8288695028,,
2024-12-04,95849.69,99000.0,94587.83,98587.32,43850.53728,95713.77796683933,91345.19858287297,,
2024-12-05,98587.32,104088.0,90500.0,96945.63,109921.729662,95903.29366424866,91760.045354512,,
2024-12-06,96945.63,101898.99,95981.72,99740.84,45049.5331,96493.6854082104,92351.21532825186,,
2024-12-07,99740.84,100439.18,98844.0,99831.99,14931.9459,97007.27073002419,92905.34678541838,,
2024-12-08,99831.99,101351.0,98657.7,101109.59,14612.99688,97638.39677155894,93513.06850501701,,
2024-12-09,101109.6,101215.93,94150.05,97276.47,53949.11595,97582.71572978064,93791.83898612687,,
2024-12-10,97276.48,98270.0,94256.54,96593.0,51708.68933,97430.45177135285,93999.33239456192,,
2024-12-11,96593.0,101888.0,95658.24,101125.0,37753.78291,97998.84380652933,94527.15962459438,,
2024-12-12,101125.0,102540.0,99311.64,100004.29,29232.08745,98307.3739901402,94932.87298573555,,
2024-12-13,100004.29,101895.26,99205.0,101424.25,21904.03923,98786.89337627248,95413.71572753291,,
2024-12-14,101424.24,102650.0,100609.41,101420.0,14191.70326,99191.98670299978,95858.62567364158,,
2024-12-15,101420.0,105250.0,101237.14,104463.99,22228.921775,100003.06413330752,96496.06006818665,,
2024-12-16,104463.99,107793.07,103333.0,106058.66,41302.40274,100934.69426664482,97204.40080387653,,
2024-12-17,106058.65,108353.0,105321.49,106133.74,29064.936466,101734.54745639177,97865.83333692272,,
2024-12-18,106133.74,106524.98,100000.0,100204.01,50307.99755,101499.08015540842,98039.03160826178,,
2024-12-19,100204.01,102800.11,95700.0,97461.86,55147.398,100877.96936226866,97996.27815579795,,
2024-12-20,97461.86,98233.0,92232.54,97805.44,62884.1357,100405.27253730426,97982.1419961092,,
2024-12-21,97805.44,99540.61,96398.39,97291.99,23483.54143,99926.30599310361,97931.01962602705,,
2024-12-22,97292.0,97448.08,94250.35,95186.27,19353.83036,99197.0696864723,97727.70483891392,,
2024-12-23,95186.28,96538.92,92520.0,94881.47,32810.76703,98533.13127316887,97516.872628624,,
2024-12-24,94881.47,99487.99,93569.02,98663.58,23674.22488,98553.20030806596,97601.81391539259,,
2024-12-25,98663.58,99569.15,97632.02,99429.6,14474.1651,98688.03102990198,97737.20547721536,,
2024-12-26,99429.61,99963.7,95199.14,95791.6,21192.36727,98242.4262560709,97593.0865529772,,
2024-12-27,95791.6,97544.58,93500.01,94299.03,26501.26429,97635.74990898307,97349.08236386777,,
2024-12-28,94299.03,95733.99,94135.66,95300.0,8385.8929,97276.40376913952,97197.29848506274,,
2024-12-29,95300.0,95340.0,93009.52,93738.2,13576.00578,96732.06472773344,96941.06896765067,169.0,Bearish Crossover
2024-12-30,93738.19,95024.5,91530.45,92792.05,27619.4225,96125.90861577445,96633.73422930618,,
2024-12-31,92792.05,96250.0,92033.73,93576.0,19612.03389,95733.61498257837,96407.23539750572,,
2025-01-01,93576.0,95151.15,92888.0,94591.79,10373.32613,95557.94960064323,96272.75796065344,,
2025-01-02,94591.78,97839.5,94392.0,96984.79,21970.48948,95777.46350823659,96325.50107467911,,
2025-01-03,96984.79,98976.91,96100.01,98174.18,15253.82936,96146.18912235403,96462.44025433251,,
2025-01-04,98174.17,98778.43,97514.79,98220.5,8990.05651,96465.31387276111,96592.66690215973,,
2025-01-05,98220.51,98836.85,97276.79,98363.61,8095.63723,96757.35943079786,96723.84787237013,176.0,Bullish Crossover
2025-01-06,98363.61,102480.0,97920.0,102235.6,25263.43375,97600.16567221358,97132.12580775011,,
2025-01-07,102235.6,102724.38,96181.81,96954.61,32059.87537,97500.84941494995,97118.97648865751,,
2025-01-08,96954.6,97268.65,92500.9,95060.61,33704.67894,97125.4279664961,96966.50489690511,,
